Site,Date,Day.Night,Time pt,Pool,Time,Salinity ,Conductivity,Temp.pool,DO,mV,Temp.in,pH.pre,TA,CRM.off,NN,PO,NH4,Wind,PoolID,SetID,comments
Monterey,7/12/2016,Night,0,7,22:34,36.8,43632,13.8,4.04,-37.6,13.628,7.790967941,2261.607,0.57,3.24,0.644,4.588235,0.03,50,107,
Monterey,7/12/2016,Night,0,8,22:37,36.8,43408,13.5,5.1,-40.4,13.431,7.843133238,2217.491,0.57,3.74,0.69,3.647059,0.03,51,108,
Monterey,7/12/2016,Night,0,9,,,,,,,,,,,,,,,,,
Monterey,7/12/2016,Night,0,10,22:43,36.9,43931,14,3.19,-36.1,14.006,7.75903756,2298.233,0.57,1.77,0.626,4.176471,0.03,52,109,
Monterey,7/12/2016,Night,0,11,22:48,36.8,43412,13.5,5.46,-40.3,13.594,7.838927172,2252.827,0.57,3.08,0.732,3.117647,0.03,53,110,
Monterey,7/12/2016,Night,0,12,22:52,36.9,43620,13.7,4.23,-41.5,13.793,7.857018191,2258.727,0.57,2.51,0.72,3.705882,0.03,54,111,
Monterey,7/12/2016,Night,0,13,22:53,36.9,43709,13.9,3.2,-34.6,13.716,7.736957324,2307.833,0.57,3.58,0.852,7.117647,0.03,55,112,
Monterey,7/12/2016,Night,0,14,23:02,36.8,43564,13.7,2.36,-29.7,13.636,7.652020921,2292.771,0.57,3.09,0.696,6.823529,0.03,56,113,
Monterey,7/12/2016,Night,0,15,22:57,37.1,44118,14.4,2.47,-29.6,14.134,7.643126054,2234.605,0.57,2.93,0.673,7.588235,0.03,57,114,
Monterey,7/12/2016,Night,0,Ocean,23:11,36.8,43213,13.4,6,-45.2,13.492,7.926610438,2242.855,0.57,2.14,0.633,1.588235,0.03,Ocean,Ocean,
Monterey,7/12/2016,Night,1,1,23:12,36.9,43084,13.7,2.43,-31.8,13.049,7.697439955,2318.442,0.26,1.23,0.693,4.176471,1.9,45,102,
Monterey,7/12/2016,Night,1,2,23:14,36.8,43242,13.4,2.54,-28.6,13.134,7.639872474,2314.78,0.26,0.662,0.707,3.941176,1.9,46,103,
Monterey,7/12/2016,Night,1,3,23:16,36.8,43125,13.2,2.48,-26.6,13.078,7.605459873,2372.727,0.26,0.805,0.971,5.352941,1.9,47,104,
Monterey,7/12/2016,Night,1,4,,,,,,,,,,,,,,,,,
Monterey,7/12/2016,Night,1,5,23:21,37.01,44526,14.6,2.28,-30.5,14,7.660840705,2323.309,0.26,2.43,0.781,5.176471,1.9,48,105,
Monterey,7/12/2016,Night,1,6,23:23,36.9,43982,14,2.61,-31.4,13.518,7.683602204,2233.438,0.26,3.27,0.734,4.470588,1.9,49,106,
Monterey,7/12/2016,Night,1,7,23:29,36.9,43643,13.7,3.09,-31.9,13.348,7.694858429,2249.207,-0.002,3.41,0.9,4.882353,1.9,50,107,
Monterey,7/12/2016,Night,1,8,23:31,36.8,43227,13.5,3.8,-35.2,13.226,7.754704056,2249.652,0.26,5.01,0.837,5.176471,1.9,51,108,
Monterey,7/12/2016,Night,1,9,,,,,,,,,,,,,,,,,
Monterey,7/12/2016,Night,1,10,23:36,37,43820,13.8,2.21,-31,13.661,7.674505208,2312.224,0.26,2.02,0.646,3.117647,1.9,52,109,
Monterey,7/12/2016,Night,1,11,23:41,36.9,43325,13.4,4.36,-34.5,13.484,7.738600007,2227.778,-0.002,4.03,0.783,3.411765,1.9,53,110,
Monterey,7/12/2016,Night,1,12,23:46,36.9,43538,13.6,3.31,-35.7,13.489,7.759625357,2274.187,0.26,2.81,0.929,4,1.9,54,111,
Monterey,7/12/2016,Night,1,13,23:47,36.9,43786,13.9,2.28,-30.3,13.573,7.663471748,2305.501,0.26,5.83,1.12,5.352941,1.9,55,112,
Monterey,7/12/2016,Night,1,14,23:54,36.9,43514,13.6,1.65,-26.5,13.636,7.595786676,2345.188,0.26,2.88,0.795,6.941176,1.9,56,113,
Monterey,7/12/2016,Night,1,15,23:51,37.1,44528,14.4,2.07,-26.4,14.366,7.583715423,2237.66,0.26,2.61,0.899,6.176471,1.9,57,114,
Monterey,7/13/2016,Night,1,Ocean,0:01,36.8,43225,13.3,5.87,-42.6,13.258,7.884446249,2183.736,0.26,3.34,0.766,0.823529,1.9,Ocean,Ocean,
Monterey,7/13/2016,Night,2,1,0:10,36.9,42960,13,1.84,-28.4,13.072,7.637239205,2344.197,0.57,0.565,0.698,3.235294,2.3,45,102,
Monterey,7/13/2016,Night,2,2,0:12,36.5,43096,13.5,1.79,-25.3,13.31,7.579294821,2343.353,0.57,0.282,0.709,3.529412,2.3,46,103,
Monterey,7/13/2016,Night,2,3,0:16,36.5,42651,13.1,1.69,-24.5,13.112,7.568005629,2393.557,0.57,0.362,0.78,3,2.3,47,104,
Monterey,7/13/2016,Night,2,4,,,,,,,,,,,,,,,,,
Monterey,7/13/2016,Night,2,5,0:20,36.9,44313,14.3,1.58,-27.5,14.027,7.607804665,2314.266,0.57,1.03,0.709,4.235294,2.3,48,105,
Monterey,7/13/2016,Night,2,6,0:22,37,44002,13.9,1.99,-27.5,13.614,7.613672767,2242.445,0.57,1.82,0.654,5.705882,2.3,49,106,
Monterey,7/13/2016,Night,2,7,0:25,36.9,43644,13.7,2.51,-27.6,13.581,7.615899823,2262.683,0.57,2.79,0.74,4.823529,2.3,50,107,
Monterey,7/13/2016,Night,2,8,0:29,36.9,43340,13.4,2.89,-29.7,13.447,7.654735545,2263.45,0.26,2.51,0.654,4.764706,2.3,51,108,
Monterey,7/13/2016,Night,2,9,,,,,,,,,,,,,,,,,
Monterey,7/13/2016,Night,2,10,0:33,37,43834,13.8,1.87,-27.2,13.643,7.607988497,2345.879,0.26,0.658,0.613,1.941176,2.3,52,109,
Monterey,7/13/2016,Night,2,11,0:38,36.9,43334,13.4,3.45,-29.9,13.325,7.66000767,2251.498,0.26,2.41,0.727,4.882353,2.3,53,110,
Monterey,7/13/2016,Night,2,12,0:42,36.7,43384,13.6,3.05,-30.1,13.66,7.658705084,2308.472,0.26,1.5,0.814,2.941176,2.3,54,111,
Monterey,7/13/2016,Night,2,13,0:45,37,43857,13.9,1.56,-28.2,13.736,7.624235037,2328.497,0.26,2.76,0.979,6.352941,2.3,55,112,
Monterey,7/13/2016,Night,2,14,0:45,36.9,43525,13.5,1.38,-24.6,13.376,7.566051335,2374.137,0.26,1.68,0.741,4.882353,2.3,56,113,
Monterey,7/13/2016,Night,2,15,0:49,37.1,44174,14.3,1.63,-22.8,13.984,7.525921126,2266.642,0.26,1.5,0.739,5.058824,2.3,57,114,
Monterey,7/13/2016,Night,2,Ocean,1:03,36.9,43227,13.3,5.05,-40.6,13.91,7.839455051,2226.829,0.26,2.03,0.673,1,2.3,Ocean,Ocean,
Monterey,7/13/2016,Night,3,1,1:10,37.1,43192,13,1.52,-26.5,13.026,7.604437626,2373.683,0.26,0,0.658,2.177143,2,45,102,
Monterey,7/13/2016,Night,3,2,1:13,36.6,43105,13.5,1.32,-22.2,13.244,7.525674721,2384.337,0.26,0.106,0.558,3.205714,2,46,103,
Monterey,7/13/2016,Night,3,3,1:17,37.1,43340,13.1,1.14,-21.6,12.884,7.520120221,2434.247,0.26,0,0.757,3.205714,2,47,104,
Monterey,7/13/2016,Night,3,4,,,,,,,,,,,,,,,,,
Monterey,7/13/2016,Night,3,5,1:21,37.1,44286,14.1,1.42,-25.8,13.847,7.580508239,2352.523,0.26,0.287,0.72,2.805714,2,48,105,
Monterey,7/13/2016,Night,3,6,1:23,37,44286,14.1,1.42,-24.8,13.502,7.567796367,2261.237,0.26,0.451,0.604,4.005714,2,49,106,
Monterey,7/13/2016,Night,3,7,1:28,36.9,43648,13.7,1.86,-24.5,13.368,7.56440487,2297.63,0.26,0.66,0.768,3.662857,2,50,107,
Monterey,7/13/2016,Night,3,8,1:31,36.8,43279,13.4,2.04,-25.5,13.122,7.585469641,2267.419,0.26,1.3,0.733,5.32,2,51,108,
Monterey,7/13/2016,Night,3,9,,,,,,,,,,,,,,,,,
Monterey,7/13/2016,Night,3,10,1:35,37,43716,13.7,1.64,-25,13.451,7.572030703,2378.075,0.26,0.0101,0.524,1.148571,2,52,109,
Monterey,7/13/2016,Night,3,11,1:39,36.9,43218,13.3,2.89,-26,13.329,7.591341174,2269.544,0.2332,0.647,0.698,3.491429,2,53,110,
Monterey,7/13/2016,Night,3,12,1:43,36.9,43465,13.5,2.09,-28,13.284,7.627167649,2316.091,0.26,0,0.587,1.891429,2,54,111,
Monterey,7/13/2016,Night,3,13,1:45,36.9,43801,13.8,1.37,-26.1,13.471,7.591090742,2338.008,0.26,0.329,0.664,4.691429,2,55,112,
Monterey,7/13/2016,Night,3,14,1:54,36.9,43470,13.5,0.89,-24,13.507,7.553661153,2430.838,0.26,0.612,0.685,4.291429,2,56,113,
Monterey,7/13/2016,Night,3,15,1:49,37,44092,14,1.51,-20.4,13.77,7.486743373,2282.691,0.2332,0.294,0.608,5.034286,2,57,114,
Monterey,7/13/2016,Night,3,Ocean,2:02,36.9,43123,13.3,5.54,-37.5,13.492,7.791228806,2227.349,0.26,0.118,0.551,0.291429,2,Ocean,Ocean,
Monterey,7/13/2016,Night,4,1,2:10,37,42884,12.9,1.48,-23.1,12.8,7.547725971,2437.155,0.89,0,0.657,1.72,4.5,45,102,
Monterey,7/13/2016,Night,4,2,2:13,35.5,41706,13.2,1.18,-20.9,13.282,7.502272268,2398.002,0.89,0,0.614,2.462857,4.5,46,103,
Monterey,7/13/2016,Night,4,3,2:13,36.9,42913,13,1.1,-21,12.768,7.511158592,2393.561,0.89,0,0.566,1.948571,4.5,47,104,
Monterey,7/13/2016,Night,4,4,,,,,,,,,,,,,,,,,
Monterey,7/13/2016,Night,4,5,2:19,37,44039,14,1.32,-24.8,13.44,7.568668557,2390.599,0.89,0.0563,0.6,2.177143,4.5,48,105,
Monterey,7/13/2016,Night,4,6,2:22,37,43904,13.8,1.27,-23.7,13.387,7.550067032,2328.098,0.89,0.471,0.644,5.434286,4.5,49,106,
Monterey,7/13/2016,Night,4,7,2:26,36.9,43487,13.5,1.39,-22.3,13.301,7.52664055,2322.582,0.89,0.248,0.654,3.891429,4.5,50,107,
Monterey,7/13/2016,Night,4,8,2:30,36.9,43279,13.3,1.43,-23.2,13.045,7.546056447,2287.84,0.2332,0.0221,0.548,0.862857,4.5,51,108,
Monterey,7/13/2016,Night,4,9,,,,,,,,,,,,,,,,,
Monterey,7/13/2016,Night,4,10,2:35,37.1,43565,13.4,1.14,-23.6,13.161,7.55147394,2411.873,0.89,0,0.525,2.748571,4.5,52,109,
Monterey,7/13/2016,Night,4,11,2:40,37,43209,13.2,2.23,-22.4,13.209,7.52968198,2297.508,0.89,0.143,0.619,2.577143,4.5,53,110,
Monterey,7/13/2016,Night,4,12,2:45,37,43390,13.4,1.6,-25.9,13.107,7.59272395,2327.096,0.89,0.0961,0.647,7.377143,4.5,54,111,
Monterey,7/13/2016,Night,4,13,2:47,37,43771,13.7,0.98,-25.5,13.324,7.582615761,2370.118,0.89,0.594,0.844,4.92,4.5,55,112,
Monterey,7/13/2016,Night,4,14,2:56,36.9,43311,13.3,0.85,-23.8,13.06,7.556411605,2482.644,0.89,0.356,0.762,4.92,4.5,56,113,
Monterey,7/13/2016,Night,4,15,2:51,37.1,44023,13.8,1.39,-18.6,13.53,7.458408427,2318.617,0.89,0,0.595,3.034286,4.5,57,114,
Monterey,7/13/2016,Night,4,Ocean,3:06,36.9,43127,13.2,5.7,-39.7,13.005,7.837213693,2240.32,0.89,0.874,0.666,0.577143,4.5,Ocean,Ocean,
Monterey,7/13/2016,Night,5,1,3:10,36.9,42864,13,1.25,-22.7,12.607,7.543376782,2452.275,0.89,0,0.619,1.491429,3.3,45,102,
Monterey,7/13/2016,Night,5,2,3:13,35.7,42151,13.4,1.18,-20.41,13.046,7.496912139,2430.714,0.89,0,0.628,3.491429,3.3,46,103,
Monterey,7/13/2016,Night,5,3,3:16,36.8,42991,13.1,1.04,-20,12.678,7.494776296,2450.759,0.89,0,0.759,1.891429,3.3,47,104,
Monterey,7/13/2016,Night,5,4,,,,,,,,,,,,,,,,,
Monterey,7/13/2016,Night,5,5,3:20,37.1,43903,13.8,0.98,-23,13.506,7.536093998,2443.703,0.89,0.0845,0.721,2.234286,3.3,48,105,
Monterey,7/13/2016,Night,5,6,3:23,36.9,43663,13.8,0.96,-22,13.315,7.521167725,2324.422,0.89,0,0.553,2.92,3.3,49,106,
Monterey,7/13/2016,Night,5,7,3:29,37,43429,13.4,1.35,-20.9,13.028,7.505790211,2336.105,0.89,1.5,0.819,3.205714,3.3,50,107,
Monterey,7/13/2016,Night,5,8,3:34,36.9,43132,13.2,1.17,-20.8,12.865,7.506288109,2294.797,0.89,0.0856,0.585,4.005714,3.3,51,108,
Monterey,7/13/2016,Night,5,9,,,,,,,,,,,,,,,,,
Monterey,7/13/2016,Night,5,10,3:40,37.1,43538,13.4,1.39,-21.7,12.866,7.522132705,2438.544,0.89,0,0.573,0.92,3.3,52,109,
Monterey,7/13/2016,Night,5,11,3:44,37,43284,13.2,1.8,-20.3,12.889,7.497145838,2319.266,0.89,0,0.61,2.405714,3.3,53,110,
Monterey,7/13/2016,Night,5,12,3:48,36.9,43330,13.3,1.35,-23.5,12.823,7.554453008,2345.188,0.89,0.0595,0.715,1.891429,3.3,54,111,
Monterey,7/13/2016,Night,5,13,3.51,37,43708,13.7,0.93,-23.5,12.901,7.553358599,2393.421,0.89,0.438,1.02,5.548571,3.3,55,112,
Monterey,7/13/2016,Night,5,14,4:00,36.8,43194,13.4,0.68,-21.7,12.847,7.522397192,2528.656,0.89,0,0.6,3.777143,3.3,56,113,
Monterey,7/13/2016,Night,5,15,3:55,37.2,44080,13.8,1.33,-17.8,12.905,7.452879264,2329.874,0.89,0,0.608,2.691429,3.3,57,114,
Monterey,7/13/2016,Night,5,Ocean,4:10,36.8,43040,13.2,6.14,-39.5,12.874,7.835657684,2203.189,0.89,0.248,0.651,0.577143,3.3,Ocean,Ocean,
