Site,Sampling Date,Day.Night,Time point,Pool ID,Sampling Time,Salinity,Temp in the pool,DO (mg/L),TA (uE/kg),NN (umol/L),PO (umol/L),NH4 (umol/L),Wind Speen (m/2),pH,TA normalized to salinity and nutrients (umol/kg),CO2 (umol/kg),fCO2 (uatm),pCO2 (uatm),HCO3 (umol/kg),CO3 (umol/kg),DIC (umol/kg),OmegaAragonite,OmegaCalcite,Fugosity of CO2 (mmol m-2 hr-1),DIC Normalized to Salinity (umol kg),PAR (umol photos m-2 s-1)
BobCreek,8/8/2016,Day,0,14,8:17:00,36.3,10.7,2.34,2082.809074,8.15,1.58,19.6,0,7.215224285,2090.213567,118.2004706,2776.998858,2787.666511,2026.206002,21.53776505,2165.944237,0.324625893,0.508907183,0,2183.993773,13.62164311
BobCreek,8/8/2016,Day,0,15,8:22:00,36.5,12.3,2.2,2348.365074,1.87,1.71,10.24,0,7.215210735,2374.228756,127.7318454,3162.894118,3174.801037,2282.147126,25.93631649,2435.815288,0.391542844,0.611875202,0,2469.646056,15.84282241
BobCreek,8/8/2016,Day,0,Ocean,8:29:00,36.5,9.3,9.5,2227.264074,8.98,0.958,1.27,0,7.844706531,2266.986686,28.44895431,638.9535823,641.4473102,2007.437025,86.42894646,2122.314926,1.298771747,2.040457877,0,2151.791522,NA
BobCreek,8/8/2016,Day,1,1,8:45:00,36.4,12.5,4.03,2144.444074,0.828,1.16,1.72,1.4,7.454993293,2168.542209,65.47720912,1630.711474,1636.824358,2040.49905,40.50398828,2146.480247,0.612035145,0.956176059,0.265388828,2170.330028,72.3768236
BobCreek,8/8/2016,Day,1,2,8:50:00,36.2,10.6,6.71,2033.970074,8.25,1.29,8.77,1.4,7.514040875,2046.044186,56.7182225,1327.435473,1332.533281,1928.331084,40.53638894,2025.585696,0.611214307,0.958459022,0.212929143,2036.83895,15.04379073
BobCreek,8/8/2016,Day,1,3,8:51:00,36.6,10.4,4.61,2058.557074,10.9,1.37,15.18,1.4,7.439927713,2089.907859,68.78547283,1603.040028,1609.214082,1967.435979,34.90599137,2071.127443,0.525023196,0.823238842,0.277279096,2105.646233,16.08693435
BobCreek,8/8/2016,Day,1,4,8:52:00,36.3,10,3.53,2105.270074,12.5,1.28,20.95,1.4,7.348897912,2115.584242,88.65771286,2035.66216,2043.546944,2030.958516,28.57303709,2148.189266,0.430221949,0.675264942,0.382520316,2166.090843,19.69943803
BobCreek,8/8/2016,Day,1,5,8:55:00,36.4,10.6,2.91,2047.426219,8.56,1.62,14.79,1.4,7.267182806,2065.514177,102.917529,2411.450806,2420.722544,1984.854006,23.73924004,2111.510775,0.357559585,0.560574725,0.460870812,2134.972006,15.09735174
BobCreek,8/8/2016,Day,1,6,8:59:00,36.5,10.1,2.7,2119.707219,16.1,1.63,27.74,1.4,7.271033809,2138.998569,106.937485,2466.323036,2475.867979,2055.879634,24.37949882,2187.196618,0.366737972,0.575402069,0.480995829,2217.574349,11.15049476
BobCreek,8/8/2016,Day,1,7,9:03:00,36.6,10.5,3.71,2082.779219,9.53,1.61,15.18,1.4,7.299006476,2113.384872,97.19148058,2272.46338,2281.210729,2014.728338,25.94172557,2137.861544,0.390247766,0.611803853,0.429962248,2173.49257,18.22954467
BobCreek,8/8/2016,Day,1,8,9:05:00,36.7,10.4,9.27,2113.119219,3.51,0.914,2.87,1.4,7.807518879,2155.791865,28.61836093,667.331744,669.89933,1909.637297,79.15894471,2017.414603,1.189975384,1.865704217,0.061853795,2056.642109,17.92056739
BobCreek,8/8/2016,Day,1,9,9:08:00,36.7,11.8,4.64,2237.685219,0.202,0.886,4.22,1.4,7.559379509,2278.002865,53.93802734,1316.023046,1320.999206,2105.530436,52.06637422,2211.534837,0.784419611,1.226752382,0.201721595,2254.536904,23.92898518
BobCreek,8/8/2016,Day,1,10,9:16:00,36.4,11.1,5.6,1917.392219,10,1.95,13.32,1.4,7.276939104,1937.311354,92.87593549,2211.8214,2220.268924,1855.185879,23.14126114,1971.203076,0.348823886,0.546392781,0.408460697,1993.105332,14.25612908
BobCreek,8/8/2016,Day,1,11,9:18:00,36.4,11,6.18,1880.503219,13,2,9.47,1.4,7.350043844,1906.989143,76.72022295,1821.168028,1828.129574,1808.860292,26.59561006,1912.176125,0.400829725,0.62796692,0.321505958,1933.422526,33.75660369
BobCreek,8/8/2016,Day,1,12,9:21:00,36.5,11.4,4.03,2088.828638,7.59,1.92,13.38,1.4,7.293007888,2113.916397,96.61488655,2324.57994,2333.424879,2019.214053,26.50374145,2142.332681,0.399482802,0.62533775,0.429426102,2172.087302,20.35418984
BobCreek,8/8/2016,Day,1,13,9:24:00,36.5,11,4.02,2112.463638,8.7,1.21,10.5,1.4,7.367192992,2141.205216,82.77795779,1966.090309,1973.60702,2031.77081,31.14525265,2145.694021,0.469140379,0.734910265,0.354053672,2175.495327,21.01289544
BobCreek,8/8/2016,Day,1,14,9:27:00,36.5,11.4,2.91,2015.605638,8.13,1.22,14.28,1.4,7.200718641,2038.601689,116.0366114,2791.87182,2802.500206,1960.848783,20.81036429,2097.695759,0.313668266,0.491006388,0.533610749,2126.830422,20.68765476
BobCreek,8/8/2016,Day,1,15,9:32:00,36.6,12.8,5.35,2392.348638,2.27,1.53,11.85,1.4,7.227095503,2424.036949,124.831236,3142.006416,3153.758754,2322.141546,27.7163526,2474.689135,0.418566175,0.653404267,0.584660384,2515.933954,17.42545236
BobCreek,8/8/2016,Day,1,Ocean,9:38:00,36.2,9.6,9.38,2232.930638,15.4,1,1.97,1.4,7.95707385,2259.845975,21.27100188,481.7004684,483.5728141,1955.031357,109.5921543,2085.894513,1.650085167,2.591956263,0.019721388,2097.482816,NA
BobCreek,8/8/2016,Day,2,1,9:55:00,36.6,13.1,6.45,2132.170638,1.27,1.77,3.19,1.7,7.57942115,2167.554315,47.24907148,1200.492334,1204.955871,1992.759612,54.16025945,2094.168943,0.81839377,1.276797866,0.249637201,2129.071759,278.5639511
BobCreek,8/8/2016,Day,2,2,9:58:00,36.4,11.9,6.56,1971.975638,11.2,1.4,8.45,1.7,7.667446696,1998.08259,36.3688429,888.6745338,892.0289,1821.382281,57.60691902,1915.358043,0.869517958,1.359995294,0.158664843,1936.639799,43.61195545
BobCreek,8/8/2016,Day,2,3,10:00:00,36.5,11.7,6.31,1964.401638,21.5,2.41,17.74,1.7,7.494390001,1997.940689,55.56206119,1349.777346,1354.887911,1860.161914,39.27750259,1955.001478,0.592316362,0.926679804,0.309721928,1982.154276,33.41152186
BobCreek,8/8/2016,Day,2,4,10:01:00,36.5,10.9,3.3,2131.861638,16.8,1.77,27.36,1.7,7.344862621,2152.558744,88.33105587,2091.188521,2099.194941,2054.221602,29.79434607,2172.347004,0.448721593,0.703049908,0.565544505,2202.51849,44.98856611
BobCreek,8/8/2016,Day,2,5,10:04:00,36.8,11.6,5.26,1968.988206,12.4,2.78,18.77,1.7,7.315813157,2009.073722,85.52173688,2074.491308,2082.36218,1897.24442,26.62690492,2009.393062,0.400789367,0.626967747,0.54649694,2054.046241,33.40668075
BobCreek,8/8/2016,Day,2,6,10:08:00,36.7,10.7,4.4,2148.906319,21.9,2.46,38.06,1.7,7.343617424,2176.72422,89.6116761,2110.16816,2118.268349,2070.524106,29.84270787,2189.97849,0.448813955,0.703304147,0.57496561,2232.561405,17.86342481
BobCreek,8/8/2016,Day,2,7,10:12:00,36.8,11,4.09,1994.519776,9.54,1.91,11.91,1.7,7.383750362,2038.372215,74.87198836,1781.369051,1788.178168,1913.242406,30.67045595,2018.78485,0.461211539,0.722277509,0.459741828,2063.646736,46.86814009
BobCreek,8/8/2016,Day,2,8,10:15:00,36.9,11.6,15.52,2055.205469,4.7,1.24,4.47,1.7,8.213133222,2108.092356,9.114968151,221.2269581,222.0646177,1597.454394,177.3781098,1783.947472,2.668357465,4.173816178,-0.057767393,1828.546159,112.1413458
BobCreek,8/8/2016,Day,2,9,10:20:00,36.7,13.6,16.78,2008.593899,1.94,1.14,4.92,1.7,8.238692413,2045.774114,7.76139834,200.4045248,201.1440735,1512.96861,191.7304609,1712.460469,2.898377765,4.516831748,-0.060684019,1745.758312,48.66981087
BobCreek,8/8/2016,Day,2,10,10:26:00,36.9,12.4,9.85,1794.944849,9.35,3.64,11.46,1.7,7.441197965,1841.38672,56.37695294,1403.6183,1408.885355,1703.889539,32.99986388,1793.266356,0.497111694,0.776401921,0.319299134,1838.098015,28.55797358
BobCreek,8/8/2016,Day,2,11,10:28:00,36.4,13.4,12.03,1746.351255,7.49,2.2,7.81,1.7,7.672381299,1767.656047,30.44535107,779.9334063,782.8208051,1599.804819,54.24688163,1684.497052,0.821152156,1.280593627,0.117750386,1703.213686,85.50628349
BobCreek,8/8/2016,Day,2,12,10:32:00,36.8,12.6,6.24,1943.09893,5.96,1.74,13.77,1.7,7.446981983,1980.074017,60.04063898,1503.448205,1509.076009,1846.688887,36.44769175,1943.177217,0.549574702,0.858085909,0.348996837,1986.358933,41.84765594
BobCreek,8/8/2016,Day,2,13,10:37:00,36.3,12,7.02,2073.414324,6.33,1.09,12.68,1.7,7.429071697,2085.388943,68.31904671,1673.75836,1680.073386,1979.687383,36.22613909,2084.232569,0.54719851,0.855792883,0.411706052,2101.601174,75.89927156
BobCreek,8/8/2016,Day,2,14,10:39:00,36.4,13,5.48,1948.123363,9.72,1.29,23.26,1.7,7.249114757,1957.383067,96.01399774,2429.129044,2438.184583,1885.409877,23.75296646,2005.176842,0.359265666,0.560726947,0.634791091,2027.456584,40.37695768
BobCreek,8/8/2016,Day,2,15,10:41:00,36.8,14.4,10.97,2364.929843,3.43,1.59,13.96,1.7,7.337170303,2408.345173,91.03238764,2410.426884,2419.253203,2270.738547,37.31389574,2399.084831,0.564696013,0.878475623,0.60089155,2452.397827,50.80799289
BobCreek,8/8/2016,Day,2,Ocean,10:47:00,36.3,10.1,9.47,2243.213593,11.8,0.499,2.23,1.7,8.087355477,2272.059948,14.92186118,343.7505731,345.0778582,1876.63017,145.1439986,2036.69603,2.185729664,3.430079424,-0.018785829,2053.668497,NA
BobCreek,8/8/2016,Day,3,1,10:55:00,36.6,14.6,10.12,2083.272,0.993,2.93,5.51,2.4,7.832800068,2116.37975,23.46289417,624.3678198,626.6437557,1838.30436,94.88114896,1956.648403,1.438288689,2.236972561,0.133755859,1989.25921,280.3740132
BobCreek,8/8/2016,Day,3,2,10:57:00,36.4,13.7,12.43,1927.455,5.68,1.56,9.63,2.4,7.924020889,1946.454611,17.58720358,454.751229,456.4277151,1661.569513,101.7429872,1780.899703,1.541081813,2.401862244,0.034272309,1800.687478,56.31318268
BobCreek,8/8/2016,Day,3,3,11:00:00,36.5,13.9,8.54,1855.946,15.9,3.52,12.13,2.4,7.634169341,1889.114278,35.09062858,913.4708904,916.8316018,1710.244657,54.26388289,1799.599169,0.821794891,1.280151506,0.311798113,1824.593602,43.3191115
BobCreek,8/8/2016,Day,3,4,11:02:00,36.6,12.2,4.13,2100.751,15,2.45,19.38,2.4,7.383016287,2133.80135,76.67664381,1893.729359,1900.85768,2012.593777,33.60449271,2122.874913,0.506922579,0.79225382,0.954360993,2158.256162,56.40799238
BobCreek,8/8/2016,Day,3,5,11:05:00,36.6,13.2,7.3,1843.192,12.4,4.17,14.76,2.4,7.282187197,1875.752033,83.24052877,2121.568053,2129.45413,1775.070184,24.42812211,1882.738835,0.369196774,0.575878557,1.065650754,1914.117815,48.62637894
BobCreek,8/8/2016,Day,3,6,11:07:00,36.7,11.9,6.46,2127.79,13.8,2.33,18.94,2.4,7.404837528,2166.299056,74.23912723,1817.139358,1824.005268,2035.333015,35.39829181,2144.970435,0.53339374,0.83401705,0.913659142,2186.678193,23.78857538
BobCreek,8/8/2016,Day,3,7,11:10:00,36.8,12,5.69,1976.99,6.49,2.03,13.82,2.4,7.416968766,2015.505333,66.72114072,1639.270466,1645.455136,1887.04514,33.9554025,1987.721683,0.511444557,0.799470753,0.796102379,2031.893276,39.88127787
BobCreek,8/8/2016,Day,3,8,11:13:00,36.9,12.5,18.46,1954.572,1.98,1.59,6.26,2.4,8.509428324,2000.67905,3.458033826,86.3672176,86.69042399,1225.930711,278.9043048,1508.29305,4.20218959,6.561819855,-0.197007138,1546.000376,45.31735713
BobCreek,8/8/2016,Day,3,9,11:15:00,36.8,14.9,18.01,1753.793,0.697,1.11,14.32,2.4,8.593042405,1779.975111,2.128754969,57.23030786,57.43799664,968.4823456,292.4299973,1263.041098,4.430541787,6.885047633,-0.200109067,1291.108678,59.30878233
BobCreek,8/8/2016,Day,3,10,11:18:00,36.5,13.8,13.27,1622.273,6.18,4.83,18.94,2.4,7.608331912,1636.764431,32.66655165,847.7488621,850.8715388,1496.557108,44.56883794,1573.792498,0.674824804,1.05142583,0.272845555,1595.650727,22.44731011
BobCreek,8/8/2016,Day,3,11,11:20:00,36.3,14.6,14.5,1587.281,6.81,3.36,16.57,2.4,7.808451996,1594.055008,18.92796497,502.842859,504.6755665,1399.086644,67.82188718,1485.836496,1.029938138,1.602370066,0.061879236,1498.218467,88.08665965
BobCreek,8/8/2016,Day,3,12,11:23:00,36.6,13.7,8.78,1786.309,6.38,2.4,26.13,2.4,7.466167033,1798.44165,51.20868459,1325.593574,1330.485217,1688.264809,36.18233253,1775.655826,0.547404726,0.852984795,0.56450877,1805.250089,47.85995171
BobCreek,8/8/2016,Day,3,13,11:26:00,36.5,12.9,9.83,1995.63,5.82,1.9,17.57,2.4,7.556323594,2013.360278,47.03852547,1187.010778,1191.435455,1870.650261,47.7300967,1965.418883,0.721365648,1.125982709,0.492541155,1992.716368,52.34892847
BobCreek,8/8/2016,Day,3,14,11:30:00,36.7,13.8,6.88,1821.147,11.7,2.64,21.19,2.4,7.289669753,1849.574997,79.55803989,2066.9853,2074.609292,1752.412694,25.16701109,1857.137745,0.380606698,0.592894157,1.012250893,1893.248756,38.95753829
BobCreek,8/8/2016,Day,3,15,11:32:00,37.1,15.1,14.04,2269.144,0.411,2.62,20.63,2.4,7.554008426,2320.342208,50.58745357,1370.554212,1375.522575,2117.987263,59.29410513,2227.868822,0.897079163,1.393079337,0.565473048,2295.942591,32.09697814
BobCreek,8/8/2016,Day,3,Ocean,11:36:00,36.2,10.2,9.42,2178.186,6.07,0.874,10.94,2.4,8.09153743,2186.268833,14.28111861,329.8844253,331.1564986,1816.733358,142.1126195,1973.127096,2.141520464,3.36049946,-0.046804903,1984.088913,NA
BobCreek,8/8/2016,Day,4,1,11:55:00,36.8,15.8,12.71,2020.089,0.147,1.43,13.44,2.2,7.968368375,2052.853244,15.38108562,424.8400922,426.3649425,1695.828839,125.7846607,1836.994585,1.90985719,2.962025413,0.01259619,1877.816687,264.5112939
BobCreek,8/8/2016,Day,4,2,11:56:00,36.7,14.9,14.55,1742.167,6.37,2.11,17.57,2.2,8.00562501,1766.775719,12.25760168,329.3539197,330.5495072,1440.938226,112.2540061,1565.449834,1.701781172,2.644815333,-0.03410899,1595.889136,34.59720042
BobCreek,8/8/2016,Day,4,3,11:59:00,36.6,14.9,9.08,1721.318,13.5,3.3,26.51,2.2,7.593780679,1740.1348,34.94740243,938.4889372,941.8980543,1590.374283,47.89089195,1673.212577,0.726472914,1.129156155,0.266289596,1701.099454,35.9745914
BobCreek,8/8/2016,Day,4,4,12:00:00,36.6,13.1,4.42,2071.138,16.9,3.26,30.63,2.2,7.369050117,2095.012467,76.32190296,1939.167407,1946.383274,1983.077976,33.2043193,2092.604198,0.501737036,0.782773281,0.803159673,2127.480935,46.57498937
BobCreek,8/8/2016,Day,4,5,12:02:00,36.8,14.2,6.78,1692.388,9.63,3.48,23.94,2.2,7.236686093,1718.925956,82.87715149,2181.099859,2189.104802,1632.523811,21.12182597,1736.522788,0.319510662,0.497259922,0.897110441,1775.112184,35.1457144
BobCreek,8/8/2016,Day,4,6,12:03:00,36.9,12.2,5.46,2145.357,16.7,3.49,36.88,2.2,7.339826243,2181.883675,86.59551412,2142.353325,2150.419708,2062.171219,31.37941809,2180.146151,0.47253296,0.73829751,0.933678493,2234.649805,17.67607102
BobCreek,8/8/2016,Day,4,7,12:07:00,36.7,13,10.26,1886.78798,7.1,2.2,27.07,2.2,7.460096589,1905.359996,55.90359242,1416.750176,1422.025793,1788.269372,36.86458102,1881.037546,0.556610254,0.868470024,0.53218075,1917.613276,26.66803427
BobCreek,8/8/2016,Day,4,8,12:12:00,36.8,13.6,22.31,1895.274,0.162,0.91,12.19,2.2,8.659901617,1926.026133,1.957743296,50.57877177,50.76539061,1007.311226,337.4352173,1346.704187,5.097936411,7.943868684,-0.17838388,1376.630946,28.60885001
BobCreek,8/8/2016,Day,4,9,12:15:00,37,15.2,23.61,1731.49298,0.624,1.76,19.19,2.2,8.614903622,1762.317174,1.916979117,52.06388335,52.25210274,924.9247639,298.4057764,1225.247519,4.518589683,7.016011226,-0.168964785,1259.282173,33.43042957
BobCreek,8/8/2016,Day,4,10,12:21:00,36.6,14.4,15.2,1484.807,3.89,3.72,22.32,2.2,7.647766257,1494.598617,26.6096478,703.8004166,706.3726722,1355.147024,45.32845613,1427.085128,0.686817201,1.068662104,0.152858817,1450.86988,21.17428804
BobCreek,8/8/2016,Day,4,11,12:23:00,36.5,15.1,14.56,1446.51,3.79,2.71,20.38,2.2,7.816333274,1452.527639,16.58416099,447.8063525,449.4280188,1264.891024,63.93444303,1345.409628,0.970888648,1.508550004,0.024156128,1364.095873,87.30782306
BobCreek,8/8/2016,Day,4,12,12:25:00,36.8,14.5,7.29,1649.379,7.73,2.82,26.94,2.2,7.374904681,1669.277644,57.5826633,1529.378274,1534.965854,1570.455499,28.25764477,1656.295807,0.427736694,0.66527214,0.563910902,1693.10238,56.58982689
BobCreek,8/8/2016,Day,4,13,12:27:00,36.4,13.4,11.4,1941.575,4.11,1.79,22.19,2.2,7.705571781,1946.677056,31.23467448,800.1538888,803.1162123,1771.631854,64.84428999,1867.710818,0.981568468,1.530764203,0.207656052,1888.463161,43.9007354
BobCreek,8/8/2016,Day,4,14,12:29:00,36.8,14.2,7.34,1783.165,3.46,1.24,25.88,2.2,7.269322412,1801.140222,80.93276578,2129.928948,2137.745643,1718.641955,23.97141464,1823.546136,0.362616498,0.564346273,0.871357429,1864.069383,46.36167948
BobCreek,8/8/2016,Day,4,15,12:31:00,37,16.1,15.29,2108.518,0.372,1.68,30.26,2.2,7.907629819,2138.096389,18.68290583,521.2386835,523.1026371,1805.977935,118.3335996,1942.994441,1.795790532,2.782719776,0.058227213,1996.966509,43.47978066
BobCreek,8/8/2016,Day,4,Ocean,12:36:00,36.3,10.8,9.61,2254.761,2.99,0.771,14.01,2.2,8.05711079,2263.216267,15.90660158,374.9281285,376.3627639,1899.450648,140.8423852,2056.199635,2.123161741,3.32783395,-0.013233567,2073.334632,NA
BobCreek,8/8/2016,Day,5,1,12:44:00,36.9,16.6,16.05,1931.7048,0.305,1.45,14.07,2.7,8.168028155,1967.374545,8.247794371,233.396432,234.2255326,1467.792279,178.1540464,1654.19412,2.708842113,4.193120191,-0.116437878,1695.548973,436.2851969
BobCreek,8/8/2016,Day,5,2,12:46:00,36.7,16,14.76,1646.0308,4.95,2.09,18.82,2.7,8.060601181,1666.027899,9.614260485,266.9906674,267.9463659,1315.943928,121.3618052,1446.919993,1.844787619,2.860092346,-0.094515534,1475.054549,70.90933595
BobCreek,8/8/2016,Day,5,3,12:47:00,36.6,15.9,8.91,1659.9848,12.9,3.47,28.32,2.7,7.564222203,1675.502047,35.2979151,976.780848,980.2844624,1535.96102,44.89794051,1616.156876,0.682732976,1.058829282,0.416798254,1643.092824,48.72498784
BobCreek,8/8/2016,Day,5,4,12:49:00,36.6,14,4.67,2081.1778,12.6,2.72,34.07,2.7,7.381035848,2096.801597,72.83977451,1903.066008,1910.06622,1988.169226,35.43314423,2096.442145,0.536412109,0.835338043,1.148798245,2131.382848,71.08794955
BobCreek,8/8/2016,Day,5,5,12:51:00,36.4,14.5,7.43,1626.4578,9.17,3.01,23.82,2.7,7.242977332,1632.76022,78.11942266,2070.177162,2077.745081,1567.893712,20.63767704,1666.650811,0.313145749,0.487240728,1.25837626,1685.169154,73.12874652
BobCreek,8/8/2016,Day,5,6,12:53:00,36.7,13.3,4.98,2092.2458,12.3,3.11,36.26,2.7,7.379378733,2111.672941,74.77795203,1912.911036,1920.010783,2000.819859,34.65090229,2110.248713,0.523496213,0.816312917,1.181023375,2151.281327,25.39395881
BobCreek,8/8/2016,Day,5,7,12:56:00,37.2,13.7,12.3,1791.55398,3.72,2.13,19.82,2.7,7.494759565,1836.836779,47.67606554,1238.329491,1242.898676,1685.861262,39.10102481,1772.638352,0.589408861,0.917940101,0.645019129,1831.726297,33.70809627
BobCreek,8/8/2016,Day,5,8,13:02:00,37.2,13.8,24.68,1851.5848,0.42,0.784,14.19,2.7,8.764347442,1899.885427,1.304869053,33.99724453,34.12236031,860.4344616,372.6918926,1234.431223,5.619098614,8.749333341,-0.279120742,1275.578931,34.27914552
BobCreek,8/8/2016,Day,5,9,13:03:00,37,16.3,17.68,1542.7358,0.705,0.877,14.13,2.7,8.90680259,1572.693017,0.554537178,15.56293851,15.61841965,537.4806257,354.2004482,892.235611,5.377963495,8.329771773,-0.272229173,917.0199335,43.35355466
BobCreek,8/8/2016,Day,5,10,13:07:00,36.5,15.4,15.59,1360.7178,2.86,3.91,22.13,2.7,7.661272423,1364.043325,22.91299788,624.3090532,626.5617427,1231.46078,44.0595767,1298.433355,0.66956072,1.039667043,0.165272992,1316.467151,22.53058042
BobCreek,8/8/2016,Day,5,11,13:09:00,36.4,16.2,14.41,1340.4638,5.69,3.18,21.76,2.7,7.861202011,1342.32462,13.22079616,368.7132465,370.029876,1146.132497,66.85244088,1226.205734,1.018621761,1.579003815,-0.021359468,1239.830242,67.64949772
BobCreek,8/8/2016,Day,5,12,13:15:00,37.2,15.2,7.54,1544.0418,4.22,1.72,26.13,2.7,7.455713133,1574.64686,43.3801196,1179.492468,1183.761882,1452.749428,32.62856651,1528.758114,0.493446651,0.766044978,0.572944746,1579.716718,42.19207112
BobCreek,8/8/2016,Day,5,13,13:17:00,36.4,14.4,13.42,1885.2888,2.54,1.54,15.51,2.7,7.810199611,1894.679453,22.62786535,597.814361,599.9990009,1672.611772,80.96347397,1776.203111,1.2282202,1.911460741,0.150465904,1795.938701,24.32805311
BobCreek,8/8/2016,Day,5,14,13:20:00,36.9,15,7.01,1675.0448,5.47,1.51,37.38,2.7,7.27887699,1685.76092,72.72682872,1962.237074,1969.364059,1609.980659,23.72510471,1706.432592,0.35931389,0.558199945,1.156111993,1749.093407,37.57234172
BobCreek,8/8/2016,Day,5,15,13:22:00,37.2,16.6,18.71,2065.4788,0.014,1.28,30.76,2.7,7.883547305,2103.879893,19.17651648,543.5600536,545.4916283,1776.320161,112.7250094,1908.221687,1.710638987,2.647272741,0.102021856,1971.829076,28.72091898
BobCreek,8/8/2016,Day,5,Ocean,13:29:00,36.3,11.2,9.59,2216.4298,5.92,1.26,15.69,2.7,8.053171634,2226.319132,15.59257299,372.3236128,373.7409251,1863.83894,139.1149475,2018.546461,2.09846058,3.286758389,-0.021857962,2035.367681,NA
BobCreek,8/10/2016,Night,0,1,21:47:00,37.3,14.9,4.8,2176.5288,2.52,1.01,3.484,1.2,7.474996572,2255.173334,59.06291837,1592.321236,1598.109641,2054.681179,47.79437773,2161.538475,0.72184188,1.121258504,0.174481253,2239.594031,0
BobCreek,8/10/2016,Night,0,2,21:50:00,36.6,11.4,6.74,2130.0608,7.54,1.19,8.203,1.2,7.4094426,2166.097597,74.58312791,1795.515204,1802.343124,2039.515476,35.07901267,2149.177616,0.528438943,0.827117942,0.228704015,2184.997243,0
BobCreek,8/10/2016,Night,0,3,21:53:00,36.7,10.6,5.82,2138.2468,10.8,1.44,13.854,1.2,7.391809921,2178.178438,79.71744163,1871.068909,1878.258714,2052.862441,32.93120796,2165.51109,0.495189642,0.776112713,0.247276026,2207.61825,0
BobCreek,8/10/2016,Night,0,4,21:54:00,36.7,10.3,6.47,2159.2168,12.9,1.59,11.955,1.2,7.47322659,2203.785863,66.74587119,1551.308102,1557.290327,2057.456267,39.34435121,2163.546489,0.591369189,0.927339288,0.195495454,2205.615449,0
BobCreek,8/10/2016,Night,0,5,21:57:00,36.8,11.4,0.64,2130.3118,10.5,1.87,22.364,1.2,7.153878821,2167.435973,136.6670161,3293.88414,3306.430503,2077.811807,19.92864135,2234.407464,0.299868777,0.469267247,0.47346004,2284.060964,0
BobCreek,8/10/2016,Night,0,6,22:00:00,36.6,10.5,3.01,2176.0478,11.6,1.64,19.687,1.2,7.275564088,2205.760813,107.3893919,2510.903826,2520.571505,2109.149151,25.73044342,2242.268986,0.387069396,0.606821023,0.356083803,2279.640136,0
BobCreek,8/10/2016,Night,0,7,22:03:00,36.6,11.3,1.08,2164.7218,6.88,1.32,17.352,1.2,7.168852411,2191.495963,134.6579461,3231.33013,3243.653278,2110.76703,20.78133652,2266.206313,0.313004215,0.490006877,0.465259546,2303.976418,0
BobCreek,8/10/2016,Night,0,8,22:07:00,36.8,11.3,4.6,2198.3898,6,1.04,5.037,1.2,7.370290621,2249.290418,84.65985409,2033.870244,2041.61658,2113.216078,33.22998874,2231.105921,0.499935599,0.782496531,0.268283521,2280.686053,0
BobCreek,8/10/2016,Night,0,9,22:12:00,38.5,14.3,2.75,1886.9128,0.809,1.03,6.036,1.2,7.360816831,2013.459953,67.77464431,1806.280536,1812.898647,1801.156817,32.29553819,1901.226999,0.483223893,0.751048042,0.208142635,2033.256652,0
BobCreek,8/10/2016,Night,0,10,22:16:00,36.4,12.1,0.81,2110.0968,6.8,1.6,9.813,1.2,7.096066373,2132.11362,152.8303904,3758.291556,3772.485545,2063.723245,17.64933207,2234.202968,0.266493706,0.416659874,0.538440037,2259.027445,0
BobCreek,8/10/2016,Night,0,11,22:18:00,36.5,11.1,1.34,2072.2938,9.64,2.02,17.902,1.2,7.106710236,2094.746964,150.0371611,3575.149051,3588.82377,2026.608645,17.11999676,2193.765803,0.257919,0.403958478,0.525415884,2224.234773,0
BobCreek,8/10/2016,Night,0,12,22:21:00,36.7,12.5,0.89,2272.8928,2.71,2.52,14.825,1.2,7.219560881,2307.306368,121.4762459,3030.525646,3041.903334,2206.202391,25.63638499,2353.315022,0.386711827,0.603972295,0.415774946,2399.073926,0
BobCreek,8/10/2016,Night,0,13,22:27:00,36.5,12,1.31,2176.1858,6.02,1.36,11.554,1.2,7.225495734,2202.178631,116.3758846,2854.357936,2865.141248,2113.369994,24.3082322,2254.054111,0.36676673,0.573484343,0.394606619,2285.360418,0
BobCreek,8/10/2016,Night,0,14,22:28:00,36.6,12.4,0.76,2113.0248,6.71,1.42,21.677,1.2,7.159102453,2134.469097,130.7211807,3249.02708,3261.243699,2059.036031,20.69046047,2210.447673,0.312228293,0.487784869,0.451976104,2247.288467,0
BobCreek,8/10/2016,Night,0,15,22:31:00,36.6,13.7,1.51,2164.7188,1.6,1.35,7.91,1.2,7.25637509,2195.75478,102.9339493,2664.559397,2674.406568,2093.455049,27.6775529,2224.066551,0.418735394,0.652487834,0.344960465,2261.134327,0
BobCreek,8/10/2016,Night,0,Ocean,22:34:00,36.5,10,8.89,2230.5718,10,1.23,5.582,1.2,7.711911764,2267.278408,38.91720069,894.6034972,898.0642933,2059.556275,67.13843834,2165.611914,1.009815839,1.584643642,0.085067644,2195.689857,0
BobCreek,8/10/2016,Night,1,1,22:48:00,37,14.7,3.58,2198.515218,1.45,1.02,2.845,2.6,7.552610753,2259.199668,49.74958367,1330.891479,1335.740454,2055.374798,56.35805424,2161.482436,0.852419371,1.324987754,0.644695159,2221.523615,0
