"Plot Title: TP2"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10969475, SEN S/N: 10969475)","Intensity, lum/ft² (LGR S/N: 10969475, SEN S/N: 10969475)","Coupler Detached (LGR S/N: 10969475)","Coupler Attached (LGR S/N: 10969475)","Host Connected (LGR S/N: 10969475)","Stopped (LGR S/N: 10969475)","End Of File (LGR S/N: 10969475)"
95,07/06/16 05:06:59 PM,21.187,2560.0,,,,,
96,07/06/16 05:07:59 PM,20.996,2432.0,,,,,
97,07/06/16 05:08:59 PM,20.996,2176.0,,,,,
98,07/06/16 05:09:59 PM,20.996,2048.0,,,,,
99,07/06/16 05:10:59 PM,20.805,2048.0,,,,,
100,07/06/16 05:11:59 PM,20.805,2176.0,,,,,
101,07/06/16 05:12:59 PM,20.805,2432.0,,,,,
102,07/06/16 05:13:59 PM,20.710,2432.0,,,,,
103,07/06/16 05:14:59 PM,20.710,2432.0,,,,,
104,07/06/16 05:15:59 PM,20.710,2304.0,,,,,
105,07/06/16 05:16:59 PM,20.710,2176.0,,,,,
106,07/06/16 05:17:59 PM,20.710,2176.0,,,,,
107,07/06/16 05:18:59 PM,20.710,2304.0,,,,,
108,07/06/16 05:19:59 PM,20.710,2304.0,,,,,
109,07/06/16 05:20:59 PM,20.710,2304.0,,,,,
110,07/06/16 05:21:59 PM,20.710,2176.0,,,,,
111,07/06/16 05:22:59 PM,20.615,2304.0,,,,,
112,07/06/16 05:23:59 PM,20.519,2304.0,,,,,
113,07/06/16 05:24:59 PM,20.519,2304.0,,,,,
114,07/06/16 05:25:59 PM,20.615,2304.0,,,,,
115,07/06/16 05:26:59 PM,20.615,2176.0,,,,,
116,07/06/16 05:27:59 PM,20.519,2048.0,,,,,
117,07/06/16 05:28:59 PM,20.329,1920.0,,,,,
118,07/06/16 05:29:59 PM,20.329,1856.0,,,,,
119,07/06/16 05:30:59 PM,20.234,1984.0,,,,,
120,07/06/16 05:31:59 PM,20.043,1984.0,,,,,
121,07/06/16 05:32:59 PM,20.043,1920.0,,,,,
122,07/06/16 05:33:59 PM,19.948,2048.0,,,,,
123,07/06/16 05:34:59 PM,19.948,1984.0,,,,,
124,07/06/16 05:35:59 PM,19.853,1984.0,,,,,
125,07/06/16 05:36:59 PM,19.853,2048.0,,,,,
126,07/06/16 05:37:59 PM,19.853,2176.0,,,,,
127,07/06/16 05:38:59 PM,19.853,2048.0,,,,,
128,07/06/16 05:39:59 PM,19.853,2176.0,,,,,
129,07/06/16 05:40:59 PM,19.853,2048.0,,,,,
130,07/06/16 05:41:59 PM,19.758,1792.0,,,,,
131,07/06/16 05:42:59 PM,19.662,1728.0,,,,,
132,07/06/16 05:43:59 PM,19.662,1728.0,,,,,
133,07/06/16 05:44:59 PM,19.567,1664.0,,,,,
134,07/06/16 05:45:59 PM,19.567,1600.0,,,,,
135,07/06/16 05:46:59 PM,19.567,1600.0,,,,,
136,07/06/16 05:47:59 PM,19.472,1600.0,,,,,
137,07/06/16 05:48:59 PM,19.567,1600.0,,,,,
138,07/06/16 05:49:59 PM,19.567,1600.0,,,,,
139,07/06/16 05:50:59 PM,19.567,1728.0,,,,,
140,07/06/16 05:51:59 PM,19.662,1728.0,,,,,
141,07/06/16 05:52:59 PM,19.472,1728.0,,,,,
142,07/06/16 05:53:59 PM,19.377,1536.0,,,,,
143,07/06/16 05:54:59 PM,19.187,1408.0,,,,,
144,07/06/16 05:55:59 PM,18.996,1472.0,,,,,
145,07/06/16 05:56:59 PM,18.901,1536.0,,,,,
146,07/06/16 05:57:59 PM,18.901,1536.0,,,,,
147,07/06/16 05:58:59 PM,18.901,1536.0,,,,,
148,07/06/16 05:59:59 PM,18.901,1536.0,,,,,
149,07/06/16 06:00:59 PM,18.996,1600.0,,,,,
150,07/06/16 06:01:59 PM,18.996,1728.0,,,,,
151,07/06/16 06:02:59 PM,19.092,1920.0,,,,,
152,07/06/16 06:03:59 PM,19.187,1856.0,,,,,
153,07/06/16 06:04:59 PM,19.187,1536.0,,,,,
154,07/06/16 06:05:59 PM,19.092,1152.0,,,,,
155,07/06/16 06:06:59 PM,19.092,1152.0,,,,,
156,07/06/16 06:07:59 PM,18.996,1216.0,,,,,
157,07/06/16 06:08:59 PM,18.901,1344.0,,,,,
158,07/06/16 06:09:59 PM,18.901,1536.0,,,,,
159,07/06/16 06:10:59 PM,18.901,1664.0,,,,,
160,07/06/16 06:11:59 PM,18.901,1600.0,,,,,
161,07/06/16 06:12:59 PM,18.901,1728.0,,,,,
162,07/06/16 06:13:59 PM,18.901,1600.0,,,,,
163,07/06/16 06:14:59 PM,18.806,1408.0,,,,,
164,07/06/16 06:15:59 PM,18.806,1216.0,,,,,
165,07/06/16 06:16:59 PM,18.711,992.0,,,,,
166,07/06/16 06:17:59 PM,18.521,864.0,,,,,
167,07/06/16 06:18:59 PM,18.331,896.0,,,,,
168,07/06/16 06:19:59 PM,18.140,960.0,,,,,
169,07/06/16 06:20:59 PM,18.045,896.0,,,,,
170,07/06/16 06:21:59 PM,17.950,864.0,,,,,
171,07/06/16 06:22:59 PM,17.950,800.0,,,,,
172,07/06/16 06:23:59 PM,17.855,896.0,,,,,
173,07/06/16 06:24:59 PM,17.855,1088.0,,,,,
174,07/06/16 06:25:59 PM,17.855,1344.0,,,,,
175,07/06/16 06:26:59 PM,17.855,1280.0,,,,,
176,07/06/16 06:27:59 PM,17.760,992.0,,,,,
177,07/06/16 06:28:59 PM,17.665,864.0,,,,,
178,07/06/16 06:29:59 PM,17.570,864.0,,,,,
179,07/06/16 06:30:59 PM,17.475,960.0,,,,,
180,07/06/16 06:31:59 PM,17.475,1024.0,,,,,
181,07/06/16 06:32:59 PM,17.379,1152.0,,,,,
182,07/06/16 06:33:59 PM,17.475,1280.0,,,,,
183,07/06/16 06:34:59 PM,17.475,1344.0,,,,,
184,07/06/16 06:35:59 PM,17.475,1408.0,,,,,
185,07/06/16 06:36:59 PM,17.475,1216.0,,,,,
186,07/06/16 06:37:59 PM,17.379,1024.0,,,,,
187,07/06/16 06:38:59 PM,17.379,960.0,,,,,
188,07/06/16 06:39:59 PM,17.379,992.0,,,,,
189,07/06/16 06:40:59 PM,17.379,960.0,,,,,
190,07/06/16 06:41:59 PM,17.284,1024.0,,,,,
191,07/06/16 06:42:59 PM,17.284,1152.0,,,,,
192,07/06/16 06:43:59 PM,17.284,1152.0,,,,,
193,07/06/16 06:44:59 PM,17.284,1024.0,,,,,
194,07/06/16 06:45:59 PM,17.189,960.0,,,,,
195,07/06/16 06:46:59 PM,17.189,960.0,,,,,
196,07/06/16 06:47:59 PM,17.189,960.0,,,,,
197,07/06/16 06:48:59 PM,17.284,1024.0,,,,,
198,07/06/16 06:49:59 PM,17.284,1088.0,,,,,
199,07/06/16 06:50:59 PM,17.284,1024.0,,,,,
200,07/06/16 06:51:59 PM,17.379,992.0,,,,,
201,07/06/16 06:52:59 PM,17.379,960.0,,,,,
202,07/06/16 06:53:59 PM,17.379,896.0,,,,,
203,07/06/16 06:54:59 PM,17.379,768.0,,,,,
204,07/06/16 06:55:59 PM,17.284,704.0,,,,,
205,07/06/16 06:56:59 PM,17.189,704.0,,,,,
206,07/06/16 06:57:59 PM,17.189,768.0,,,,,
207,07/06/16 06:58:59 PM,17.094,768.0,,,,,
208,07/06/16 06:59:59 PM,17.094,768.0,,,,,
209,07/06/16 07:00:59 PM,17.094,800.0,,,,,
210,07/06/16 07:01:59 PM,17.094,864.0,,,,,
211,07/06/16 07:02:59 PM,17.094,800.0,,,,,
212,07/06/16 07:03:59 PM,17.094,768.0,,,,,
213,07/06/16 07:04:59 PM,17.094,768.0,,,,,
214,07/06/16 07:05:59 PM,16.999,704.0,,,,,
215,07/06/16 07:06:59 PM,16.999,768.0,,,,,
216,07/06/16 07:07:59 PM,16.903,800.0,,,,,
217,07/06/16 07:08:59 PM,16.808,768.0,,,,,
218,07/06/16 07:09:59 PM,16.808,800.0,,,,,
219,07/06/16 07:10:59 PM,16.713,768.0,,,,,
220,07/06/16 07:11:59 PM,16.618,672.0,,,,,
221,07/06/16 07:12:59 PM,16.523,576.0,,,,,
222,07/06/16 07:13:59 PM,16.332,480.0,,,,,
223,07/06/16 07:14:59 PM,16.237,480.0,,,,,
224,07/06/16 07:15:59 PM,16.237,496.0,,,,,
225,07/06/16 07:16:59 PM,16.141,432.0,,,,,
226,07/06/16 07:17:59 PM,16.046,352.0,,,,,
227,07/06/16 07:18:59 PM,15.951,368.0,,,,,
228,07/06/16 07:19:59 PM,15.855,368.0,,,,,
229,07/06/16 07:20:59 PM,15.760,368.0,,,,,
230,07/06/16 07:21:59 PM,15.760,368.0,,,,,
231,07/06/16 07:22:59 PM,15.664,384.0,,,,,
232,07/06/16 07:23:59 PM,15.569,368.0,,,,,
233,07/06/16 07:24:59 PM,15.569,336.0,,,,,
234,07/06/16 07:25:59 PM,15.473,320.0,,,,,
235,07/06/16 07:26:59 PM,15.473,304.0,,,,,
236,07/06/16 07:27:59 PM,15.378,288.0,,,,,
237,07/06/16 07:28:59 PM,15.378,304.0,,,,,
238,07/06/16 07:29:59 PM,15.378,336.0,,,,,
239,07/06/16 07:30:59 PM,15.378,384.0,,,,,
240,07/06/16 07:31:59 PM,15.378,432.0,,,,,
241,07/06/16 07:32:59 PM,15.378,480.0,,,,,
242,07/06/16 07:33:59 PM,15.378,480.0,,,,,
243,07/06/16 07:34:59 PM,15.378,416.0,,,,,
244,07/06/16 07:35:59 PM,15.378,384.0,,,,,
245,07/06/16 07:36:59 PM,15.282,304.0,,,,,
246,07/06/16 07:37:59 PM,15.187,256.0,,,,,
247,07/06/16 07:38:59 PM,15.091,288.0,,,,,
248,07/06/16 07:39:59 PM,15.091,288.0,,,,,
249,07/06/16 07:40:59 PM,14.996,304.0,,,,,
250,07/06/16 07:41:59 PM,14.996,256.0,,,,,
251,07/06/16 07:42:59 PM,14.900,224.0,,,,,
252,07/06/16 07:43:59 PM,14.900,216.0,,,,,
253,07/06/16 07:44:59 PM,14.900,224.0,,,,,
254,07/06/16 07:45:59 PM,14.804,208.0,,,,,
255,07/06/16 07:46:59 PM,14.804,168.0,,,,,
256,07/06/16 07:47:59 PM,14.804,160.0,,,,,
257,07/06/16 07:48:59 PM,14.804,176.0,,,,,
258,07/06/16 07:49:59 PM,14.804,184.0,,,,,
259,07/06/16 07:50:59 PM,14.709,200.0,,,,,
260,07/06/16 07:51:59 PM,14.709,200.0,,,,,
261,07/06/16 07:52:59 PM,14.709,208.0,,,,,
262,07/06/16 07:53:59 PM,14.709,184.0,,,,,
263,07/06/16 07:54:59 PM,14.613,176.0,,,,,
264,07/06/16 07:55:59 PM,14.613,160.0,,,,,
265,07/06/16 07:56:59 PM,14.613,152.0,,,,,
266,07/06/16 07:57:59 PM,14.613,121.0,,,,,
267,07/06/16 07:58:59 PM,14.517,118.0,,,,,
268,07/06/16 07:59:59 PM,14.517,123.0,,,,,
269,07/06/16 08:00:59 PM,14.421,122.0,,,,,
270,07/06/16 08:01:59 PM,14.421,136.0,,,,,
271,07/06/16 08:02:59 PM,14.421,152.0,,,,,
272,07/06/16 08:03:59 PM,14.421,152.0,,,,,
273,07/06/16 08:04:59 PM,14.325,126.0,,,,,
274,07/06/16 08:05:59 PM,14.230,117.0,,,,,
275,07/06/16 08:06:59 PM,14.230,125.0,,,,,
276,07/06/16 08:07:59 PM,14.230,128.0,,,,,
277,07/06/16 08:08:59 PM,14.230,98.0,,,,,
278,07/06/16 08:09:59 PM,14.134,83.0,,,,,
279,07/06/16 08:10:59 PM,14.134,75.0,,,,,
280,07/06/16 08:11:59 PM,14.038,74.0,,,,,
281,07/06/16 08:12:59 PM,14.038,72.0,,,,,
282,07/06/16 08:13:59 PM,13.942,74.0,,,,,
283,07/06/16 08:14:59 PM,13.942,65.0,,,,,
284,07/06/16 08:15:59 PM,13.846,66.0,,,,,
285,07/06/16 08:16:59 PM,13.846,64.0,,,,,
286,07/06/16 08:17:59 PM,13.750,53.0,,,,,
287,07/06/16 08:18:59 PM,13.750,51.0,,,,,
288,07/06/16 08:19:59 PM,13.654,50.0,,,,,
289,07/06/16 08:20:59 PM,13.654,49.0,,,,,
290,07/06/16 08:21:59 PM,13.558,43.0,,,,,
291,07/06/16 08:22:59 PM,13.558,41.0,,,,,
292,07/06/16 08:23:59 PM,13.461,39.0,,,,,
293,07/06/16 08:24:59 PM,13.461,36.0,,,,,
294,07/06/16 08:25:59 PM,13.461,36.0,,,,,
295,07/06/16 08:26:59 PM,13.365,32.0,,,,,
296,07/06/16 08:27:59 PM,13.365,29.0,,,,,
297,07/06/16 08:28:59 PM,13.365,25.0,,,,,
298,07/06/16 08:29:59 PM,13.365,23.0,,,,,
299,07/06/16 08:30:59 PM,13.269,22.0,,,,,
300,07/06/16 08:31:59 PM,13.269,19.0,,,,,
301,07/06/16 08:32:59 PM,13.269,17.0,,,,,
302,07/06/16 08:33:59 PM,13.269,16.0,,,,,
303,07/06/16 08:34:59 PM,13.173,14.0,,,,,
304,07/06/16 08:35:59 PM,13.173,13.0,,,,,
305,07/06/16 08:36:59 PM,13.173,12.0,,,,,
306,07/06/16 08:37:59 PM,13.076,10.0,,,,,
307,07/06/16 08:38:59 PM,13.076,8.0,,,,,
308,07/06/16 08:39:59 PM,12.980,7.0,,,,,
309,07/06/16 08:40:59 PM,12.980,6.0,,,,,
310,07/06/16 08:41:59 PM,12.980,5.0,,,,,
311,07/06/16 08:42:59 PM,12.883,4.0,,,,,
312,07/06/16 08:43:59 PM,12.883,3.0,,,,,
313,07/06/16 08:44:59 PM,12.883,3.0,,,,,
314,07/06/16 08:45:59 PM,12.787,2.0,,,,,
315,07/06/16 08:46:59 PM,12.787,1.0,,,,,
316,07/06/16 08:47:59 PM,12.787,1.0,,,,,
317,07/06/16 08:48:59 PM,12.787,1.0,,,,,
318,07/06/16 08:49:59 PM,12.690,0.0,,,,,
319,07/06/16 08:50:59 PM,12.690,0.0,,,,,
320,07/06/16 08:51:59 PM,12.690,0.0,,,,,
321,07/06/16 08:52:59 PM,12.690,0.0,,,,,
322,07/06/16 08:53:59 PM,12.690,0.0,,,,,
323,07/06/16 08:54:59 PM,12.690,0.0,,,,,
324,07/06/16 08:55:59 PM,12.690,0.0,,,,,
325,07/06/16 08:56:59 PM,12.690,0.0,,,,,
326,07/06/16 08:57:59 PM,12.690,0.0,,,,,
327,07/06/16 08:58:59 PM,12.690,0.0,,,,,
328,07/06/16 08:59:59 PM,12.594,0.0,,,,,
329,07/06/16 09:00:59 PM,12.594,0.0,,,,,
330,07/06/16 09:01:59 PM,12.594,0.0,,,,,
331,07/06/16 09:02:59 PM,12.497,0.0,,,,,
332,07/06/16 09:03:59 PM,12.497,0.0,,,,,
333,07/06/16 09:04:59 PM,12.401,0.0,,,,,
334,07/06/16 09:05:59 PM,12.401,0.0,,,,,
335,07/06/16 09:06:59 PM,12.401,0.0,,,,,
336,07/06/16 09:07:59 PM,12.304,0.0,,,,,
337,07/06/16 09:08:59 PM,12.304,0.0,,,,,
338,07/06/16 09:09:59 PM,12.304,0.0,,,,,
339,07/06/16 09:10:59 PM,12.304,0.0,,,,,
340,07/06/16 09:11:59 PM,12.401,0.0,,,,,
341,07/06/16 09:12:59 PM,12.304,0.0,,,,,
342,07/06/16 09:13:59 PM,12.401,0.0,,,,,
343,07/06/16 09:14:59 PM,12.401,0.0,,,,,
344,07/06/16 09:15:59 PM,12.401,0.0,,,,,
345,07/06/16 09:16:59 PM,12.401,0.0,,,,,
346,07/06/16 09:17:59 PM,12.401,0.0,,,,,
347,07/06/16 09:18:59 PM,12.401,0.0,,,,,
348,07/06/16 09:19:59 PM,12.401,0.0,,,,,
349,07/06/16 09:20:59 PM,12.401,0.0,,,,,
350,07/06/16 09:21:59 PM,12.401,0.0,,,,,
351,07/06/16 09:22:59 PM,12.401,0.0,,,,,
352,07/06/16 09:23:59 PM,12.401,0.0,,,,,
353,07/06/16 09:24:59 PM,12.401,0.0,,,,,
354,07/06/16 09:25:59 PM,12.401,0.0,,,,,
355,07/06/16 09:26:59 PM,12.401,0.0,,,,,
356,07/06/16 09:27:59 PM,12.401,0.0,,,,,
357,07/06/16 09:28:59 PM,12.401,0.0,,,,,
358,07/06/16 09:29:59 PM,12.401,0.0,,,,,
359,07/06/16 09:30:59 PM,12.304,0.0,,,,,
360,07/06/16 09:31:59 PM,12.304,0.0,,,,,
361,07/06/16 09:32:59 PM,12.304,0.0,,,,,
362,07/06/16 09:33:59 PM,12.304,0.0,,,,,
363,07/06/16 09:34:59 PM,12.304,0.0,,,,,
364,07/06/16 09:35:59 PM,12.304,0.0,,,,,
365,07/06/16 09:36:59 PM,12.304,0.0,,,,,
366,07/06/16 09:37:59 PM,12.304,0.0,,,,,
367,07/06/16 09:38:59 PM,12.304,0.0,,,,,
368,07/06/16 09:39:59 PM,12.304,0.0,,,,,
369,07/06/16 09:40:59 PM,12.304,0.0,,,,,
370,07/06/16 09:41:59 PM,12.304,0.0,,,,,
371,07/06/16 09:42:59 PM,12.304,0.0,,,,,
372,07/06/16 09:43:59 PM,12.304,0.0,,,,,
373,07/06/16 09:44:59 PM,12.401,0.0,,,,,
374,07/06/16 09:45:59 PM,12.401,0.0,,,,,
375,07/06/16 09:46:59 PM,12.401,0.0,,,,,
376,07/06/16 09:47:59 PM,12.401,0.0,,,,,
377,07/06/16 09:48:59 PM,12.401,0.0,,,,,
378,07/06/16 09:49:59 PM,12.401,0.0,,,,,
379,07/06/16 09:50:59 PM,12.401,0.0,,,,,
380,07/06/16 09:51:59 PM,12.401,0.0,,,,,
381,07/06/16 09:52:59 PM,12.497,0.0,,,,,
382,07/06/16 09:53:59 PM,12.401,0.0,,,,,
383,07/06/16 09:54:59 PM,12.401,0.0,,,,,
384,07/06/16 09:55:59 PM,12.401,0.0,,,,,
385,07/06/16 09:56:59 PM,12.401,0.0,,,,,
386,07/06/16 09:57:59 PM,12.401,0.0,,,,,
387,07/06/16 09:58:59 PM,12.401,0.0,,,,,
388,07/06/16 09:59:59 PM,12.401,0.0,,,,,
389,07/06/16 10:00:59 PM,12.304,0.0,,,,,
390,07/06/16 10:01:59 PM,12.304,0.0,,,,,
391,07/06/16 10:02:59 PM,12.304,0.0,,,,,
392,07/06/16 10:03:59 PM,12.207,0.0,,,,,
393,07/06/16 10:04:59 PM,12.207,0.0,,,,,
394,07/06/16 10:05:59 PM,12.207,0.0,,,,,
395,07/06/16 10:06:59 PM,12.110,0.0,,,,,
396,07/06/16 10:07:59 PM,12.110,0.0,,,,,
397,07/06/16 10:08:59 PM,12.110,0.0,,,,,
398,07/06/16 10:09:59 PM,12.013,0.0,,,,,
399,07/06/16 10:10:59 PM,12.110,0.0,,,,,
400,07/06/16 10:11:59 PM,12.013,0.0,,,,,
401,07/06/16 10:12:59 PM,12.013,0.0,,,,,
402,07/06/16 10:13:59 PM,12.013,0.0,,,,,
403,07/06/16 10:14:59 PM,12.013,0.0,,,,,
404,07/06/16 10:15:59 PM,11.916,0.0,,,,,
405,07/06/16 10:16:59 PM,11.916,0.0,,,,,
406,07/06/16 10:17:59 PM,11.916,0.0,,,,,
407,07/06/16 10:18:59 PM,11.916,0.0,,,,,
408,07/06/16 10:19:59 PM,11.916,0.0,,,,,
409,07/06/16 10:20:59 PM,11.916,0.0,,,,,
410,07/06/16 10:21:59 PM,11.819,0.0,,,,,
411,07/06/16 10:22:59 PM,11.916,0.0,,,,,
412,07/06/16 10:23:59 PM,11.819,0.0,,,,,
413,07/06/16 10:24:59 PM,11.819,0.0,,,,,
414,07/06/16 10:25:59 PM,11.819,0.0,,,,,
415,07/06/16 10:26:59 PM,11.819,0.0,,,,,
416,07/06/16 10:27:59 PM,11.819,0.0,,,,,
417,07/06/16 10:28:59 PM,11.916,0.0,,,,,
418,07/06/16 10:29:59 PM,11.916,0.0,,,,,
419,07/06/16 10:30:59 PM,11.916,0.0,,,,,
420,07/06/16 10:31:59 PM,11.916,0.0,,,,,
421,07/06/16 10:32:59 PM,11.916,0.0,,,,,
422,07/06/16 10:33:59 PM,11.916,0.0,,,,,
423,07/06/16 10:34:59 PM,11.916,0.0,,,,,
424,07/06/16 10:35:59 PM,11.916,0.0,,,,,
425,07/06/16 10:36:59 PM,11.916,0.0,,,,,
426,07/06/16 10:37:59 PM,11.916,0.0,,,,,
427,07/06/16 10:38:59 PM,11.916,0.0,,,,,
428,07/06/16 10:39:59 PM,11.819,0.0,,,,,
429,07/06/16 10:40:59 PM,11.819,0.0,,,,,
430,07/06/16 10:41:59 PM,11.819,0.0,,,,,
431,07/06/16 10:42:59 PM,11.819,0.0,,,,,
432,07/06/16 10:43:59 PM,11.819,0.0,,,,,
433,07/06/16 10:44:59 PM,11.819,0.0,,,,,
434,07/06/16 10:45:59 PM,11.819,0.0,,,,,
435,07/06/16 10:46:59 PM,11.819,0.0,,,,,
436,07/06/16 10:47:59 PM,11.819,0.0,,,,,
437,07/06/16 10:48:59 PM,11.819,0.0,,,,,
438,07/06/16 10:49:59 PM,11.819,0.0,,,,,
439,07/06/16 10:50:59 PM,11.819,0.0,,,,,
440,07/06/16 10:51:59 PM,11.819,0.0,,,,,
441,07/06/16 10:52:59 PM,11.819,0.0,,,,,
442,07/06/16 10:53:59 PM,11.819,0.0,,,,,
443,07/06/16 10:54:59 PM,11.819,0.0,,,,,
444,07/06/16 10:55:59 PM,11.819,0.0,,,,,
445,07/06/16 10:56:59 PM,11.819,0.0,,,,,
446,07/06/16 10:57:59 PM,11.916,0.0,,,,,
447,07/06/16 10:58:59 PM,11.916,0.0,,,,,
448,07/06/16 10:59:59 PM,11.916,0.0,,,,,
