"Plot Title: TP15"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10553032, SEN S/N: 10553032)","Coupler Detached (LGR S/N: 10553032)","Coupler Attached (LGR S/N: 10553032)","Host Connected (LGR S/N: 10553032)","Stopped (LGR S/N: 10553032)","End Of File (LGR S/N: 10553032)"
1,09/15/16 09:19:07 AM,24.726,,,,,
2,09/15/16 09:19:10 AM,,Logged,,,,
3,09/15/16 09:20:07 AM,24.895,,,,,
4,09/15/16 09:21:07 AM,24.944,,,,,
5,09/15/16 09:22:07 AM,24.968,,,,,
6,09/15/16 09:23:07 AM,24.992,,,,,
7,09/15/16 09:24:07 AM,24.992,,,,,
8,09/15/16 09:25:07 AM,25.016,,,,,
9,09/15/16 09:26:07 AM,25.016,,,,,
10,09/15/16 09:27:07 AM,24.992,,,,,
11,09/15/16 09:28:07 AM,24.992,,,,,
12,09/15/16 09:29:07 AM,24.968,,,,,
13,09/15/16 09:30:07 AM,24.968,,,,,
14,09/15/16 09:31:07 AM,24.944,,,,,
15,09/15/16 09:32:07 AM,24.944,,,,,
16,09/15/16 09:33:07 AM,24.919,,,,,
17,09/15/16 09:34:07 AM,24.919,,,,,
18,09/15/16 09:35:07 AM,24.895,,,,,
19,09/15/16 09:36:07 AM,24.871,,,,,
20,09/15/16 09:37:07 AM,24.871,,,,,
21,09/15/16 09:38:07 AM,24.847,,,,,
22,09/15/16 09:39:07 AM,24.823,,,,,
23,09/15/16 09:40:07 AM,24.798,,,,,
24,09/15/16 09:41:07 AM,24.798,,,,,
25,09/15/16 09:42:07 AM,24.774,,,,,
26,09/15/16 09:43:07 AM,24.750,,,,,
27,09/15/16 09:44:07 AM,24.726,,,,,
28,09/15/16 09:45:07 AM,24.702,,,,,
29,09/15/16 09:46:07 AM,24.702,,,,,
30,09/15/16 09:47:07 AM,24.677,,,,,
31,09/15/16 09:48:07 AM,24.653,,,,,
32,09/15/16 09:49:07 AM,24.629,,,,,
33,09/15/16 09:50:07 AM,24.605,,,,,
34,09/15/16 09:51:07 AM,24.581,,,,,
35,09/15/16 09:52:07 AM,24.557,,,,,
36,09/15/16 09:53:07 AM,24.557,,,,,
37,09/15/16 09:54:07 AM,24.532,,,,,
38,09/15/16 09:55:07 AM,24.508,,,,,
39,09/15/16 09:56:07 AM,24.484,,,,,
40,09/15/16 09:57:07 AM,24.460,,,,,
41,09/15/16 09:58:07 AM,24.436,,,,,
42,09/15/16 09:59:07 AM,24.436,,,,,
43,09/15/16 10:00:07 AM,24.388,,,,,
44,09/15/16 10:01:07 AM,24.388,,,,,
45,09/15/16 10:02:07 AM,24.339,,,,,
46,09/15/16 10:03:07 AM,24.315,,,,,
47,09/15/16 10:04:07 AM,24.291,,,,,
48,09/15/16 10:05:07 AM,24.267,,,,,
49,09/15/16 10:06:07 AM,24.243,,,,,
50,09/15/16 10:07:07 AM,24.195,,,,,
51,09/15/16 10:08:07 AM,24.171,,,,,
52,09/15/16 10:09:07 AM,24.146,,,,,
53,09/15/16 10:10:07 AM,24.122,,,,,
54,09/15/16 10:11:07 AM,24.074,,,,,
55,09/15/16 10:12:07 AM,24.050,,,,,
56,09/15/16 10:13:07 AM,24.026,,,,,
57,09/15/16 10:14:07 AM,24.002,,,,,
58,09/15/16 10:15:07 AM,23.954,,,,,
59,09/15/16 10:16:07 AM,23.930,,,,,
60,09/15/16 10:17:07 AM,23.905,,,,,
61,09/15/16 10:18:07 AM,23.857,,,,,
62,09/15/16 10:19:07 AM,23.833,,,,,
63,09/15/16 10:20:07 AM,23.809,,,,,
64,09/15/16 10:21:07 AM,23.785,,,,,
65,09/15/16 10:22:07 AM,23.737,,,,,
66,09/15/16 10:23:07 AM,23.713,,,,,
67,09/15/16 10:24:07 AM,23.689,,,,,
68,09/15/16 10:25:07 AM,23.665,,,,,
69,09/15/16 10:26:07 AM,23.641,,,,,
70,09/15/16 10:27:07 AM,23.593,,,,,
71,09/15/16 10:28:07 AM,23.569,,,,,
72,09/15/16 10:29:07 AM,23.545,,,,,
73,09/15/16 10:30:07 AM,23.521,,,,,
74,09/15/16 10:31:07 AM,23.497,,,,,
75,09/15/16 10:32:07 AM,23.472,,,,,
76,09/15/16 10:33:07 AM,23.448,,,,,
77,09/15/16 10:34:07 AM,23.424,,,,,
78,09/15/16 10:35:07 AM,23.400,,,,,
79,09/15/16 10:36:07 AM,23.376,,,,,
80,09/15/16 10:37:07 AM,23.352,,,,,
81,09/15/16 10:38:07 AM,23.328,,,,,
82,09/15/16 10:39:07 AM,23.304,,,,,
83,09/15/16 10:40:07 AM,23.280,,,,,
84,09/15/16 10:41:07 AM,23.256,,,,,
85,09/15/16 10:42:07 AM,23.232,,,,,
86,09/15/16 10:43:07 AM,23.232,,,,,
87,09/15/16 10:44:07 AM,23.208,,,,,
88,09/15/16 10:45:07 AM,23.184,,,,,
89,09/15/16 10:46:07 AM,23.160,,,,,
90,09/15/16 10:47:07 AM,23.160,,,,,
91,09/15/16 10:48:07 AM,23.136,,,,,
92,09/15/16 10:49:07 AM,23.112,,,,,
93,09/15/16 10:50:07 AM,23.112,,,,,
94,09/15/16 10:51:07 AM,23.088,,,,,
95,09/15/16 10:52:07 AM,23.088,,,,,
96,09/15/16 10:53:07 AM,23.064,,,,,
97,09/15/16 10:54:07 AM,23.040,,,,,
98,09/15/16 10:55:07 AM,23.040,,,,,
99,09/15/16 10:56:07 AM,23.016,,,,,
100,09/15/16 10:57:07 AM,23.016,,,,,
101,09/15/16 10:58:07 AM,23.016,,,,,
102,09/15/16 10:59:07 AM,22.992,,,,,
103,09/15/16 11:00:07 AM,22.992,,,,,
104,09/15/16 11:01:07 AM,22.992,,,,,
105,09/15/16 11:02:07 AM,22.968,,,,,
106,09/15/16 11:03:07 AM,22.968,,,,,
107,09/15/16 11:04:07 AM,22.968,,,,,
108,09/15/16 11:05:07 AM,22.944,,,,,
109,09/15/16 11:06:07 AM,22.944,,,,,
110,09/15/16 11:07:07 AM,22.944,,,,,
111,09/15/16 11:08:07 AM,22.944,,,,,
112,09/15/16 11:09:07 AM,22.944,,,,,
113,09/15/16 11:10:07 AM,22.944,,,,,
114,09/15/16 11:11:07 AM,22.920,,,,,
115,09/15/16 11:12:07 AM,22.920,,,,,
116,09/15/16 11:13:07 AM,22.920,,,,,
117,09/15/16 11:14:07 AM,22.920,,,,,
118,09/15/16 11:15:07 AM,22.920,,,,,
119,09/15/16 11:16:07 AM,22.920,,,,,
120,09/15/16 11:17:07 AM,22.920,,,,,
121,09/15/16 11:18:07 AM,22.920,,,,,
122,09/15/16 11:19:07 AM,22.920,,,,,
123,09/15/16 11:20:07 AM,22.920,,,,,
124,09/15/16 11:21:07 AM,22.920,,,,,
125,09/15/16 11:22:07 AM,22.920,,,,,
126,09/15/16 11:23:07 AM,22.920,,,,,
127,09/15/16 11:24:07 AM,22.920,,,,,
128,09/15/16 11:25:07 AM,22.920,,,,,
129,09/15/16 11:26:07 AM,22.920,,,,,
130,09/15/16 11:27:07 AM,22.944,,,,,
131,09/15/16 11:28:07 AM,22.944,,,,,
132,09/15/16 11:29:07 AM,22.944,,,,,
133,09/15/16 11:30:07 AM,22.944,,,,,
134,09/15/16 11:31:07 AM,22.944,,,,,
