"Plot Title: TP10"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10969481, SEN S/N: 10969481)","Intensity, lum/ft² (LGR S/N: 10969481, SEN S/N: 10969481)","Coupler Detached (LGR S/N: 10969481)","Coupler Attached (LGR S/N: 10969481)","Host Connected (LGR S/N: 10969481)","Stopped (LGR S/N: 10969481)","End Of File (LGR S/N: 10969481)"
1,08/06/16 09:23:21 PM,23.966,0.0,,,,,
2,08/06/16 09:23:24 PM,,,Logged,,,,
3,08/06/16 09:24:21 PM,25.028,0.0,,,,,
4,08/06/16 09:25:21 PM,25.319,0.0,,,,,
5,08/06/16 09:26:21 PM,25.222,0.0,,,,,
6,08/06/16 09:27:21 PM,25.125,0.0,,,,,
7,08/06/16 09:28:21 PM,25.028,0.0,,,,,
8,08/06/16 09:29:21 PM,24.931,0.0,,,,,
9,08/06/16 09:30:21 PM,24.931,0.0,,,,,
10,08/06/16 09:31:21 PM,24.931,0.0,,,,,
11,08/06/16 09:32:21 PM,24.835,0.0,,,,,
12,08/06/16 09:33:21 PM,24.738,0.0,,,,,
13,08/06/16 09:34:21 PM,24.641,0.0,,,,,
14,08/06/16 09:35:21 PM,24.545,0.0,,,,,
15,08/06/16 09:36:21 PM,24.545,0.0,,,,,
16,08/06/16 09:37:21 PM,24.448,0.0,,,,,
17,08/06/16 09:38:21 PM,24.351,0.0,,,,,
18,08/06/16 09:39:21 PM,24.351,0.0,,,,,
19,08/06/16 09:40:21 PM,24.351,0.0,,,,,
20,08/06/16 09:41:21 PM,24.255,0.0,,,,,
21,08/06/16 09:42:21 PM,24.255,0.0,,,,,
22,08/06/16 09:43:21 PM,24.158,0.0,,,,,
23,08/06/16 09:44:21 PM,24.158,0.0,,,,,
24,08/06/16 09:45:21 PM,24.158,0.0,,,,,
25,08/06/16 09:46:21 PM,24.158,0.0,,,,,
26,08/06/16 09:47:21 PM,24.158,0.0,,,,,
27,08/06/16 09:48:21 PM,24.062,0.0,,,,,
28,08/06/16 09:49:21 PM,24.062,0.0,,,,,
29,08/06/16 09:50:21 PM,24.062,0.0,,,,,
30,08/06/16 09:51:21 PM,24.062,0.0,,,,,
31,08/06/16 09:52:21 PM,24.062,0.0,,,,,
32,08/06/16 09:53:21 PM,24.062,0.0,,,,,
33,08/06/16 09:54:21 PM,24.062,0.0,,,,,
34,08/06/16 09:55:21 PM,23.966,0.0,,,,,
35,08/06/16 09:56:21 PM,23.966,0.0,,,,,
36,08/06/16 09:57:21 PM,23.966,0.0,,,,,
37,08/06/16 09:58:21 PM,23.966,0.0,,,,,
38,08/06/16 09:59:21 PM,23.966,0.0,,,,,
39,08/06/16 10:00:21 PM,23.966,0.0,,,,,
40,08/06/16 10:01:21 PM,23.966,0.0,,,,,
41,08/06/16 10:02:21 PM,23.966,0.0,,,,,
